v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,L1,L2,L3,L4,L5,,P1,P2,P3,P4,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,,A,B,C,D,E,F,G
16,17,19,1,5,7,11,10,14,18,9,2,21,20,4,13,3,12,10,15,10,8.5,8.83333333333333,7.83333333333333,9,9.16666666666667,,1,2,1,1,,14,,9,7,10,9,10,6,9,8,10,10,9,10,10,10,9,9,8,5,7,7,9,10,5,8,10,9,9,9,10,9,,7,6,7,7,5,5,7,7,6,6,6,7,5,6,5,5,6.0625,8,8,6,8,7,8,6,8,8,6,6,6,,4,4,5,4,5,5,4,4,4,4,5,5,3,5,5,5,4,4,3,3,4,5,5,5,5,3,4,5,3,3,4,5,5,5,5,3,5,4,5,,4,2,3,4,0,2,7
16,1,8,5,2,12,17,3,4,7,6,10,14,15,9,11,13,18,19,20,21,6.83333333333333,8.66666666666667,8.33333333333333,9,8,,2,2,2,1,,1,,4,10,6,7,7,5,10,8,10,6,7,5,10,10,10,9,7,8,9,9,6,10,8,9,7,10,10,10,9,9,,6,7,5,7,5,5,4,4,7,7,6,7,7,7,6,6,6,7,6,8,8,8,7,7,8,8,8,7,8,,3,5,5,2,5,5,5,3,3,4,5,4,5,5,4,5,5,5,5,3,4,4,5,3,5,4,4,4,5,4,4,5,5,5,5,4,4,3,5,,3,1,3,2,1,1,1
16,12,8,1,13,9,21,11,14,10,18,6,19,17,7,4,5,2,3,15,20,5.66666666666667,6.16666666666667,7.33333333333333,6.16666666666667,6.66666666666667,,2,1,1,2,,7,,7,8,9,6,9,5,4,6,3,4,4,6,10,9,8,5,3,6,7,8,7,8,6,8,7,6,8,7,4,4,,2,7,7,6,5,4,4,5,7,6,5,6,6,6,6,6,5.5,7,5,8,7,7,6,5,5,8,8,7,5,,4,4,4,3,4,5,3,4,3,4,4,5,4,4,4,3,5,5,3,4,5,5,5,4,4,3,3,5,5,3,3,4,4,4,4,4,4,4,5,,3,1,4,1,0,0,1
16,8,9,19,10,11,5,1,12,6,17,3,21,15,14,20,2,,,,,8.16666666666667,8.83333333333333,8.83333333333333,8.5,8.5,,1,1,1,2,,11,,7,9,10,6,10,8,10,9,8,6,7,9,10,10,8,9,6,6,9,8,9,9,9,9,9,9,10,9,9,10,,7,7,6,7,6,7,7,7,6,7,7,7,6,6,6,7,6.625,7,8,8,6,7,8,7,8,8,7,8,8,,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,,5,2,3,1,1,1,7
16,9,8,4,12,17,18,19,5,1,3,7,14,6,10,13,20,2,21,15,11,8.5,8.33333333333333,8.83333333333333,8.83333333333333,9.66666666666667,,1,2,2,1,,13,,7,8,7,8,10,9,8,7,9,9,7,9,9,9,10,10,8,10,9,10,9,9,10,9,9,9,8,10,9,10,,6,6,7,7,5,6,5,6,7,7,7,7,6,6,7,7,6.375,8,8,7,8,8,8,7,7,7,8,8,8,,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,,5,2,4,2,4,3,7
16,12,11,7,18,5,19,8,1,13,4,15,14,3,6,17,10,2,9,21,20,3.66666666666667,4.5,8.16666666666667,6.33333333333333,6.5,,1,2,1,2,,10,,4,6,10,8,8,2,2,9,5,6,6,5,10,8,6,2,5,6,6,6,4,3,8,7,5,4,6,6,4,8,,6,5,5,4,5,5,6,6,5,5,5,5,6,6,6,6,5.375,6,7,6,6,7,7,7,7,7,6,7,6,,4,4,5,4,4,4,3,3,4,4,4,4,5,3,4,4,4,4,3,3,4,4,4,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,5,,5,1,3,4,2,1,7
16,8,5,10,3,19,14,1,9,18,7,13,12,4,17,21,11,6,2,20,15,5.33333333333333,6.16666666666667,8.5,6,7.5,,1,1,1,1,,15,,6,5,8,4,7,6,8,9,5,8,4,7,9,7,5,4,3,8,6,8,6,8,10,7,8,6,6,7,7,9,,5,6,5,5,6,7,6,6,5,3,4,5,4,5,5,4,5.0625,5,5,,4,5,,4,5,,5,5,,,5,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,5,5,5,5,4,4,4,4,5,5,4,4,5,4,4,,3,2,3,2,0,2,4
16,12,4,8,17,1,5,7,14,18,9,2,10,6,3,11,15,19,20,13,21,4,3.5,5.33333333333333,5,5.5,,1,2,2,1,,13,,2,2,5,5,7,5,2,6,4,3,3,2,7,7,5,4,5,4,5,4,3,3,5,4,7,7,7,5,5,7,,7,7,7,6,6,7,6,6,7,6,6,6,6,6,5,6,6.25,8,7,8,8,7,7,7,7,7,7,7,7,,5,5,5,4,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,5,4,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,,5,2,3,4,4,3,1
16,19,17,18,8,7,12,14,11,4,10,1,6,5,13,3,9,2,20,15,21,7,6.5,8.83333333333333,8.5,8.5,,2,2,1,2,,6,,8,8,9,9,5,6,6,9,8,9,6,6,10,10,9,9,7,9,8,9,6,6,8,8,9,7,6,8,8,10,,5,5,5,6,6,7,5,6,6,6,6,6,6,5,5,6,5.6875,6,7,5,7,8,7,6,6,8,7,7,8,,4,4,5,4,4,5,5,4,5,4,5,5,4,4,5,4,4,4,4,5,5,4,4,4,5,5,5,5,4,4,4,4,4,5,4,5,5,4,5,,4,2,4,3,,2,7
16,8,12,9,15,19,10,20,18,17,3,21,2,13,11,1,5,14,4,6,7,9.33333333333333,8.33333333333333,8.5,7.5,6.83333333333333,,1,1,1,1,,15,,9,9,6,7,8,9,6,8,5,8,9,9,9,10,8,10,9,9,5,7,10,8,10,10,5,9,9,9,8,5,,7,6,6,6,5,5,6,6,7,5,6,7,3,3,6,5,5.5625,8,7,7,8,7,7,8,6,8,7,7,7,,4,4,4,4,5,5,3,3,5,4,4,4,4,4,4,4,4,3,2,4,4,5,4,5,4,4,5,5,4,5,5,5,5,5,4,4,3,4,3,,3,2,4,2,2,1,7
16,19,17,18,8,7,12,14,11,4,10,1,6,5,13,3,9,2,20,15,21,7,6.5,8.83333333333333,8.5,8.5,,,,,,,,,8,8,9,9,5,6,6,9,8,9,6,6,10,10,9,9,7,9,8,9,6,6,8,8,9,7,6,8,8,10,,5,5,5,6,6,7,5,6,6,6,6,6,6,5,5,6,5.6875,6,7,5,7,8,7,6,6,8,7,7,8,,4,4,5,4,4,5,5,4,5,4,5,5,4,4,5,4,4,4,4,5,5,4,4,4,5,5,5,5,4,4,4,4,4,5,4,5,5,4,5,,4,2,4,3,,2,7
16,8,12,9,15,19,10,20,18,17,3,21,2,13,11,1,5,14,4,6,7,7.5,6.66666666666667,7.33333333333333,8.83333333333333,7.66666666666667,,1,2,1,1,,14,,7,7,8,10,9,8,6,7,7,9,6,6,10,9,7,9,8,5,8,8,8,6,6,9,4,7,7,8,10,9,,5,4,5,3,3,4,5,4,6,3,3,3,5,5,6,4,4.25,6,5,7,6,6,6,5,5,8,7,6,6,,4,3,4,4,5,4,4,3,4,4,4,4,2,4,3,4,3,3,3,3,4,4,5,3,4,3,4,5,3,3,3,5,4,5,4,4,4,4,4,,3,2,3,1,1,0,7
16,8,9,14,12,7,11,4,19,21,13,1,17,6,5,10,2,3,15,20,18,6.16666666666667,6,8.83333333333333,8,7,,1,2,1,1,,14,,5,8,10,5,8,7,8,8,8,8,5,7,10,9,5,7,3,8,7,4,8,4,8,9,8,5,6,9,10,9,,6,3,5,3,3,4,6,6,5,7,6,7,5,5,2,3,4.75,8,6,7,6,3,4,4,5,6,5,6,8,,5,5,5,4,5,5,4,4,3,5,5,5,4,5,5,5,4,3,3,5,5,5,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,,3,2,4,1,2,2,7
16,12,14,19,8,7,17,20,18,3,5,2,9,1,7,6,13,11,4,15,21,5.16666666666667,7,7,6.66666666666667,8.5,,1,2,2,1,,13,,3,4,8,7,9,4,8,8,1,8,2,8,8,8,7,8,6,3,9,8,7,8,7,6,9,7,8,8,9,10,,5,6,6,3,6,6,5,6,6,7,6,7,5,6,5,5,5.625,8,8,8,8,8,8,6,7,7,7,7,7,,1,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,3,4,,3,2,3,2,0,1,2
16,12,19,8,18,17,7,9,10,14,11,3,6,1,5,4,2,20,13,15,21,7,6.66666666666667,7.83333333333333,8,7.16666666666667,,2,2,2,1,,1,,8,7,5,10,8,9,5,9,8,10,8,5,9,9,4,5,9,8,5,8,7,5,8,8,5,5,9,8,8,8,,6,6,6,7,7,7,6,7,7,7,7,7,5,5,6,7,6.4375,8,7,7,7,7,8,7,8,8,7,8,12,,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,,3,2,3,2,1,1,7
16,14,5,3,1,20,7,9,17,12,2,19,6,8,7,15,13,18,21,10,4,7.16666666666667,8.16666666666667,9,8.33333333333333,8.5,,2,1,1,2,,7,,9,7,8,9,10,8,9,10,8,9,6,9,10,10,9,6,8,9,7,6,5,9,8,8,8,9,7,9,8,9,,5,5,6,6,4,5,7,7,6,6,7,7,5,6,5,5,5.75,8,7,8,7,5,7,6,7,8,7,7,5,,4,3,5,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,5,4,5,4,,3,1,3,3,2,1,1
21,15,13,17,8,1,2,3,5,7,6,12,9,14,4,18,10,11,19,16,20,7.66666666666667,8.5,6.16666666666667,6.5,7.83333333333333,,,,,,,,,6,5,3,6,8,7,9,4,7,8,9,10,10,5,6,7,8,6,6,8,9,10,6,6,7,8,9,8,9,10,,3,3,4,5,4,6,7,6,6,6,7,7,2,2,1,1,4.375,7,6,8,6,4,4,6,7,6,7,5,5,,4,5,3,4,3,3,3,2,4,4,5,5,4,3,5,5,5,3,1,4,4,3,3,3,2,3,3,3,4,4,4,5,5,5,3,4,5,5,5,,3,2,3,2,0,0,7
21,13,9,8,16,18,19,4,17,15,12,6,5,2,20,14,11,10,1,7,3,7.16666666666667,7.83333333333333,8.5,6.33333333333333,6.83333333333333,,1,2,2,1,,13,,8,9,8,6,10,7,6,8,3,7,8,10,10,8,6,4,5,7,6,3,7,7,9,7,5,9,10,9,8,10,,2,3,3,4,5,6,5,5,7,7,6,6,3,3,7,4,4.75,8,8,8,7,7,6,7,7,6,7,6,5,,4,5,5,4,4,4,3,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,3,4,4,4,5,,4,1,4,4,2,1,1
21,17,9,19,15,2,16,8,1,14,13,6,5,7,20,11,3,10,12,4,18,8.16666666666667,8.66666666666667,9,7.33333333333333,7.83333333333333,,1,2,2,2,,9,,6,10,10,7,7,8,9,9,6,9,10,8,10,7,9,8,8,8,9,3,9,9,8,8,9,8,8,9,7,10,,6,7,7,6,4,5,7,5,6,6,6,6,6,6,6,6,5.9375,7,7,6,6,3,7,6,7,5,6,6,1,,4,4,4,5,4,5,4,3,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,5,,3,1,4,1,1,1,4
17,19,16,18,5,11,1,8,3,7,9,10,2,6,13,15,21,20,14,12,4,8,7.5,8.16666666666667,7.33333333333333,8.33333333333333,,2,1,1,1,,3,,9,9,8,6,8,8,6,7,8,8,6,8,9,9,8,9,8,8,6,8,8,8,9,9,9,8,6,8,6,9,,6,6,6,5,4,5,5,5,6,6,6,5,4,4,6,5,5.25,7,7,7,5,6,6,6,6,6,6,5,6,,5,5,4,4,4,4,4,3,4,4,5,5,5,4,4,4,4,4,3,4,5,4,4,4,4,4,3,3,5,4,4,4,3,4,5,3,5,4,4,,4,1,3,2,2,3,4
17,12,14,1,6,19,8,15,2,21,18,16,9,3,4,5,7,10,11,13,20,7.66666666666667,5.66666666666667,7.33333333333333,7.83333333333333,6.83333333333333,,1,2,2,1,,13,,6,3,8,10,7,7,5,6,6,5,8,3,9,9,8,8,6,6,7,7,9,8,7,7,7,8,9,8,8,7,,3,5,6,5,4,4,6,6,7,7,7,7,5,5,5,5,5.4375,7,6,8,7,6,8,7,6,7,7,7,7,,5,5,4,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,3,5,5,5,5,5,5,4,4,5,5,5,,4,1,3,3,1,1,2
19,16,8,1,14,4,18,11,17,20,5,3,2,15,6,13,7,10,14,12,9,7.66666666666667,9.83333333333333,8.16666666666667,8.33333333333333,8,,1,2,2,1,,13,,6,9,9,2,3,9,10,8,9,9,7,10,8,10,9,8,10,5,10,9,6,10,9,9,9,10,10,10,10,9,,5,7,6,5,7,5,6,6,7,5,6,7,5,6,5,7,5.9375,7,6,6,7,7,7,6,7,6,7,6,7,,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,3,4,3,3,4,5,5,4,3,4,5,4,5,3,4,4,5,4,3,5,4,4,4,,4,2,3,4,4,3,5
19,11,8,18,17,16,10,5,12,14,7,9,1,2,6,15,21,13,4,3,20,8.33333333333333,9.16666666666667,9.33333333333333,7,9.83333333333333,,1,1,1,1,,15,,2,6,10,6,10,10,9,6,6,9,8,10,10,9,10,10,10,10,3,10,10,10,10,8,10,10,10,10,10,10,,5,6,6,7,6,7,7,6,6,3,7,7,3,3,3,3,5.3125,8,8,8,8,8,8,5,7,8,6,7,8,,4,3,4,5,5,5,4,4,5,3,4,5,5,5,3,4,3,3,3,4,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,4,4,4,5,,5,2,4,4,2,3,7
19,13,11,7,9,21,16,18,5,17,1,20,3,14,8,4,2,15,12,10,6,6.33333333333333,6.5,8.5,7,8,,,,,,,,,6,7,9,8,10,6,4,9,5,8,4,5,9,6,7,9,8,9,7,7,6,6,6,6,8,7,9,9,10,8,,6,6,6,5,4,3,6,4,5,6,6,7,5,4,3,4,5,6,7,7,8,8,6,5,4,7,6,7,6,,3,4,5,4,5,5,3,2,3,3,4,5,5,4,4,3,3,2,3,3,4,4,4,3,4,4,4,5,3,3,4,5,4,4,4,5,5,4,4,,3,1,3,1,3,0,7
19,18,8,16,9,13,11,7,17,5,3,4,20,14,12,10,1,2,6,15,21,8,8.5,8.5,7.5,7.33333333333333,,,,,,,,,6,7,7,6,6,9,9,8,7,7,7,9,9,8,9,10,9,9,8,7,7,7,10,7,7,9,10,8,9,8,,7,6,7,7,6,6,6,6,7,6,6,6,4,4,4,8,6,8,7,8,8,7,7,8,8,7,8,7,7,,4,4,3,4,5,4,3,3,4,5,5,5,5,5,5,5,5,3,3,4,4,4,5,4,5,4,4,5,4,4,5,5,5,5,5,4,5,5,5,,3,2,3,2,4,2,1
19,11,7,13,17,18,20,10,21,8,2,5,4,9,1,14,6,12,3,16,15,5.66666666666667,4,7.83333333333333,3.83333333333333,5,,2,2,2,2,,5,,3,7,6,3,2,4,1,8,2,7,3,1,10,6,3,9,2,10,6,3,8,6,9,2,5,7,7,4,4,10,,3,7,7,7,6,6,4,6,4,7,4,4,6,7,5,6,5.5625,5,3,7,8,4,6,6,4,7,5,6,5,,4,3,5,4,5,4,5,4,4,4,5,5,3,5,3,5,5,3,3,3,4,3,4,3,4,3,4,5,3,2,3,4,3,4,2,3,3,5,5,,3,1,3,3,3,2,5
19,18,8,9,16,5,11,4,3,7,13,6,1,14,20,12,2,15,21,10,17,10,9,10,10,9.33333333333333,,2,1,1,2,,7,,10,10,10,10,8,10,7,10,10,10,10,7,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6.75,8,8,7,8,8,8,7,8,8,8,8,8,,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,,4,1,3,3,2,3,7
19,9,8,11,5,20,7,16,4,14,3,13,10,12,21,6,15,1,2,17,18,7.16666666666667,4,8.33333333333333,6.16666666666667,7.83333333333333,,2,1,1,2,,7,,7,8,8,9,10,6,3,10,6,6,3,3,10,6,1,10,3,8,2,10,8,2,9,6,10,9,5,5,8,10,,6,5,5,2,6,7,4,6,5,6,6,6,5,5,4,5,5.1875,6,8,7,7,8,8,6,7,8,6,8,6,,3,4,5,5,5,5,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,2,3,4,4,,4,2,3,4,2,3,7
19,8,16,17,4,12,3,9,14,13,2,1,5,7,11,15,10,6,20,18,21,6,5.66666666666667,8.33333333333333,7,7.33333333333333,,2,2,2,1,,1,,5,8,9,7,9,5,6,6,3,3,9,3,8,7,7,9,5,10,9,9,3,7,9,9,8,5,5,8,7,8,,4,6,6,6,5,6,6,5,4,5,4,5,6,6,2,5,5.0625,6,7,7,8,7,7,7,7,7,6,7,8,,3,4,5,5,4,4,4,3,5,4,4,4,4,4,5,4,4,4,3,4,4,5,5,4,4,4,5,4,3,4,3,4,4,4,3,4,5,4,4,,4,1,3,4,4,2,7
19,17,1,2,16,12,6,8,9,10,11,14,15,21,3,4,5,7,13,18,20,7.5,5.66666666666667,7.83333333333333,7.66666666666667,6.5,,1,2,2,1,,13,,7,7,8,8,8,9,6,8,9,7,6,5,10,8,6,9,5,7,6,6,7,5,6,7,5,7,6,8,8,7,,5,6,5,5,4,5,3,4,5,6,5,6,4,5,4,5,4.8125,6,7,8,8,7,8,7,7,8,7,8,4,,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,,4,1,3,1,2,1,2
19,17,6,10,7,4,13,8,12,16,1,14,11,9,2,3,5,20,18,15,21,5.5,5.16666666666667,8.5,6.5,8,,1,2,1,1,,14,,4,5,9,6,9,4,4,8,5,8,5,4,10,7,5,6,5,8,6,9,6,6,7,7,8,8,7,9,8,9,,5,5,6,6,5,6,6,6,5,6,6,5,7,7,7,7,5.9375,6,7,7,7,8,8,7,7,8,6,7,8,,4,4,5,4,5,4,4,4,4,3,4,4,3,3,4,4,4,5,4,5,4,5,4,4,5,4,5,5,3,4,4,4,4,5,3,3,4,3,4,,4,1,3,1,1,3,3
18,5,6,1,3,8,12,16,17,10,14,4,19,2,9,15,7,11,20,13,21,8.16666666666667,6.33333333333333,7.5,8.83333333333333,6.5,,1,2,2,1,,13,,7,2,5,8,6,9,6,9,9,6,7,6,10,9,6,8,9,6,7,9,9,6,6,10,6,9,9,9,10,6,,7,7,5,6,7,6,5,6,6,6,6,7,6,6,5,6,6.0625,8,7,8,8,7,8,7,6,8,8,7,8,,4,5,3,4,5,4,3,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,3,4,5,4,5,,3,2,4,3,2,3,7
18,5,3,4,1,8,20,9,7,19,16,13,10,2,11,17,12,21,6,14,15,7.66666666666667,6.66666666666667,7.16666666666667,6.5,7.16666666666667,,1,1,2,2,,12,,7,6,8,7,9,8,8,6,4,5,8,7,7,6,8,7,4,8,7,7,8,8,8,7,7,8,7,6,8,7,,3,3,3,5,4,3,3,4,5,5,5,5,4,4,5,4,4.0625,6,7,6,7,7,8,7,6,7,6,6,5,,4,4,5,4,5,4,4,4,4,4,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,,3,2,4,1,3,2,1
3,5,7,1,9,2,16,4,12,13,8,10,11,15,17,20,6,14,18,21,19,7.5,8.83333333333333,8,7.5,7.16666666666667,,1,1,1,1,,15,,8,8,9,7,9,6,10,6,5,8,7,10,8,6,5,8,8,7,9,6,8,8,9,10,6,8,9,9,8,9,,4,5,3,6,6,6,6,6,7,6,5,6,3,4,6,5,5.25,6,6,7,6,6,6,6,6,6,8,7,8,,4,4,5,4,4,4,3,3,3,4,5,4,4,4,4,4,4,3,3,3,4,3,3,4,4,3,4,4,4,4,4,5,5,4,4,3,4,3,4,,3,2,4,1,3,1,1
2,1,18,5,7,6,14,15,16,11,12,19,21,4,9,17,13,3,20,10,8,6.33333333333333,9.16666666666667,8,8.83333333333333,9,,1,2,1,1,,14,,8,7,10,10,10,7,10,6,8,8,7,9,10,8,7,3,9,6,10,10,6,10,7,8,9,7,10,9,9,10,,5,5,4,7,7,7,7,5,5,7,7,7,5,5,7,5,5.9375,7,8,8,8,8,8,7,8,8,7,6,6,,5,5,5,5,5,5,3,3,3,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,3,4,5,5,5,4,4,5,5,4,,4,2,4,4,1,3,7
18,19,17,20,4,3,1,7,2,8,9,5,13,14,11,12,16,10,15,21,6,9.16666666666667,9.16666666666667,9,9.66666666666667,9.5,,1,1,2,2,,12,,9,10,10,10,10,9,9,8,10,10,9,9,10,8,9,10,8,8,10,8,9,10,9,10,10,9,9,9,10,10,,3,7,5,7,7,7,6,5,6,6,5,5,4,5,3,4,5.3125,6,7,5,5,7,7,5,6,6,6,7,8,,3,4,3,5,5,5,4,4,4,3,3,4,3,4,4,4,4,3,2,3,4,3,4,4,4,3,3,3,3,3,5,4,4,4,4,4,4,3,4,,3,2,4,4,,0,1
11,10,13,15,2,18,7,9,1,21,17,5,12,6,16,8,19,2,4,14,3,7.5,9.66666666666667,8.5,7.83333333333333,9.5,,1,2,1,1,,14,,4,8,9,8,10,7,10,9,10,10,6,10,10,7,8,10,10,8,8,10,9,10,6,6,9,9,10,9,8,10,,6,7,6,7,5,4,5,5,7,7,7,7,6,7,7,7,6.25,8,6,8,8,7,6,8,7,8,8,8,8,,5,4,5,4,2,5,3,3,3,4,5,5,4,5,5,5,4,4,4,4,4,3,4,3,2,3,5,5,5,3,4,5,4,4,3,4,4,5,5,,3,2,4,3,2,1,1
8,16,1,6,14,3,5,9,10,2,11,4,15,7,12,20,13,17,18,19,21,7.83333333333333,7.16666666666667,8,7.83333333333333,5.83333333333333,,1,1,2,1,,16,,8,6,8,9,4,8,6,7,7,4,6,8,9,9,6,7,7,9,6,8,9,9,6,8,6,9,7,9,8,7,,5,5,5,4,9,4,5,4,6,6,6,6,4,4,4,4,5.0625,7,7,7,6,4,6,7,7,7,7,7,7,,3,5,4,4,3,4,4,4,4,4,4,4,5,5,5,5,5,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,2,4,1,2,1,7
18,8,3,4,13,1,9,16,12,17,20,5,6,21,2,7,14,10,15,19,11,8.5,7,8.16666666666667,8.33333333333333,7.5,,1,1,1,1,,15,,10,7,8,10,10,8,6,7,7,5,9,3,10,9,8,8,9,8,8,8,8,9,8,8,6,8,8,8,8,8,,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,6.8125,8,8,8,8,8,8,7,8,8,8,8,8,,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,2,3,1,2,3,7
1,8,9,12,14,16,5,3,4,6,10,17,18,19,2,7,11,13,15,20,21,6.66666666666667,6.66666666666667,6,8.16666666666667,6,,1,1,2,1,,16,,8,9,6,7,6,8,7,9,9,6,6,2,9,9,4,9,9,2,8,8,1,4,2,8,4,8,9,8,8,8,,7,5,4,5,7,6,2,1,7,7,6,7,2,2,3,4,4.6875,8,8,8,7,8,6,5,7,8,7,7,8,,3,5,5,3,3,3,4,4,5,4,5,5,3,2,3,4,3,2,3,2,4,4,5,4,2,2,4,4,3,4,3,3,3,4,4,4,5,4,5,,4,1,4,4,2,3,7
9,4,5,8,20,13,16,17,7,3,1,10,2,6,11,12,19,21,14,15,18,9.33333333333333,8.66666666666667,10,8.83333333333333,9.33333333333333,,2,1,2,1,,4,,7,9,10,10,10,10,9,10,7,9,10,7,10,10,9,10,8,10,8,10,9,10,10,8,8,10,9,10,10,10,,7,3,5,4,5,5,3,3,7,7,7,7,5,6,1,5,5,7,8,8,8,8,8,7,8,8,7,8,8,,4,4,5,5,5,4,5,4,5,5,5,5,4,5,4,4,4,4,5,4,5,5,5,4,5,4,4,5,4,4,4,4,5,5,4,3,5,4,5,,4,1,4,1,4,2,7
13,8,10,19,5,15,3,12,9,1,6,18,14,17,2,7,16,11,20,4,21,8.66666666666667,8,8.5,8,8.5,,1,2,2,1,,13,,10,10,8,10,9,8,10,9,10,7,8,6,10,8,7,10,8,7,7,10,9,8,7,6,8,7,6,10,7,10,,6,6,7,7,7,6,6,6,7,7,6,6,5,6,6,6,6.25,8,6,5,8,8,8,6,8,8,8,7,8,,5,4,5,5,5,5,5,5,3,5,5,5,4,5,3,3,4,4,5,5,5,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,,3,1,4,1,1,2,7
5,13,19,9,20,18,10,12,1,7,11,17,16,4,8,21,2,15,6,14,3,8.16666666666667,8.16666666666667,8.83333333333333,8.5,8.5,,2,1,2,2,,8,,8,9,8,8,9,9,9,9,8,6,7,7,10,9,9,9,8,9,9,9,8,8,8,9,8,8,8,9,8,10,,5,3,3,6,3,1,1,2,6,7,7,7,5,4,5,4,4.3125,6,7,7,8,8,8,6,6,8,6,8,6,,5,4,5,4,4,3,4,4,5,4,4,5,4,5,5,3,2,3,3,4,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,4,4,5,5,,2,1,3,2,0,0,7
8,2,19,4,15,5,1,7,14,3,21,12,9,16,6,13,20,18,11,17,10,9.66666666666667,9.16666666666667,9.5,9.33333333333333,9.5,,2,1,2,2,,8,,9,9,9,9,10,10,9,10,10,9,10,10,10,10,10,10,8,9,9,9,9,10,10,9,9,10,9,9,9,10,,6,6,7,7,6,6,5,6,6,7,7,7,7,7,7,7,6.5,7,8,8,8,8,8,8,8,8,8,8,8,,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,,3,1,4,2,2,1,7
8,16,4,1,12,5,14,19,17,9,15,3,6,2,18,11,10,20,7,13,21,7.66666666666667,8.33333333333333,7.83333333333333,8.66666666666667,7.66666666666667,,2,1,1,2,,7,,6,7,8,8,8,7,8,8,10,7,9,9,10,10,7,10,6,5,9,9,7,10,7,10,5,7,10,9,5,10,,7,5,6,6,4,5,7,6,7,5,6,7,5,5,6,6,5.8125,,,,,,,,,,,,,,5,4,4,4,5,5,4,5,4,4,5,5,4,4,4,5,4,5,3,4,5,5,5,5,5,4,5,5,3,3,4,5,5,5,4,3,5,4,5,,4,1,3,2,1,2,7
