v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,L1,L2,L3,L4,L5,,P1,P2,P3,P4,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,,A,B,C,D,E,F,G
8,16,19,4,17,12,7,14,11,1,18,9,6,13,2,5,3,15,10,20,21,5.83333333333333,6.66666666666667,8.16666666666667,7.66666666666667,7.83333333333333,,2,2,1,1,,2,,5,5,9,8,8,5,6,7,6,8,6,7,9,9,8,8,8,7,6,7,6,8,9,9,8,5,6,8,8,8,,5,5,5,6,4,5,6,5,6,6,6,4,3,4,4,3,4.8125,6,7,7,6,6,6,7,5,7,6,6,7,,4,4,4,3,5,3,4,4,3,3,4,5,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,4,3,4,,3,2,3,1,0,1,1
8,16,5,12,14,1,3,13,17,18,19,6,11,4,7,2,20,10,15,21,9,7.16666666666667,4.16666666666667,7.83333333333333,5.16666666666667,5.16666666666667,,1,1,1,1,,15,,8,3,2,4,10,8,5,8,1,1,4,6,10,5,7,7,2,10,7,2,8,6,10,8,3,8,3,7,6,8,,5,5,7,2,5,5,7,5,5,2,4,5,5,5,5,5,4.8125,6,7,6,6,7,7,7,6,7,6,7,6,,4,5,5,5,4,4,5,4,4,3,4,4,5,4,5,3,3,5,3,4,4,5,4,4,3,3,4,5,3,2,4,4,4,4,3,4,4,4,4,,3,2,3,2,0,1,7
8,12,14,16,18,6,1,2,3,4,5,7,10,19,17,9,11,13,15,20,21,7.66666666666667,6.83333333333333,8.5,9.33333333333333,9,,2,2,1,1,,2,,4,8,9,10,10,8,3,8,6,8,6,6,10,10,8,10,7,7,10,10,10,8,8,10,8,8,9,9,10,10,,6,7,7,5,7,7,7,7,7,7,7,7,6,5,6,6,6.5,8,6,8,8,6,8,6,6,6,7,6,8,,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,,4,2,4,2,1,3,7
8,5,19,14,12,2,9,20,1,18,16,17,11,7,3,4,10,13,15,6,21,7.5,7.83333333333333,6.83333333333333,7.5,8.5,,2,2,2,1,,1,,4,8,2,7,9,9,9,6,8,8,9,8,7,7,9,9,7,9,7,9,7,7,8,9,7,7,8,9,7,9,,5,6,3,1,3,2,5,4,5,7,6,6,5,5,5,5,4.5625,7,8,7,7,8,8,6,6,8,7,8,6,,4,4,4,3,5,4,4,3,4,4,4,5,5,5,5,4,4,4,3,4,4,5,5,5,4,4,4,4,1,4,2,3,4,4,4,4,4,4,4,,3,1,3,3,2,1,5
8,7,11,16,9,4,13,17,19,5,3,18,1,12,14,10,20,21,6,2,15,8.33333333333333,8.16666666666667,9.16666666666667,8.33333333333333,8.83333333333333,,1,1,1,2,,11,,7,8,10,10,10,8,9,10,6,7,8,7,10,9,8,8,6,7,10,10,9,10,10,7,8,10,9,8,8,10,,7,7,7,6,5,5,7,6,7,7,7,7,7,7,7,7,6.625,8,8,7,7,8,8,8,8,8,8,8,6,,5,5,4,4,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,4,4,5,5,5,4,5,5,5,3,5,5,5,5,,3,1,3,3,2,2,7
8,16,1,17,9,14,12,21,10,19,4,3,7,5,11,2,18,20,13,12,15,6.16666666666667,4.16666666666667,8.5,6.83333333333333,6.33333333333333,,,,,,,,,5,6,8,8,9,7,3,8,4,6,4,2,9,9,5,5,4,8,5,3,7,5,9,8,5,9,5,9,7,10,,3,4,2,5,2,4,6,5,5,2,5,6,3,4,5,5,4.125,6,4,7,7,6,6,4,6,4,3,6,2,,4,4,2,5,4,5,3,4,4,5,3,5,3,4,2,4,2,3,4,5,4,3,4,4,4,5,5,5,2,4,3,4,5,4,3,2,5,4,4,,4,1,4,2,2,1,7
8,16,7,1,19,12,6,9,4,17,5,14,18,2,11,15,3,13,21,20,10,7.66666666666667,7.66666666666667,9,7.16666666666667,7.16666666666667,,1,2,1,2,,10,,7,6,10,7,7,9,5,9,7,7,7,6,9,7,6,6,9,7,9,10,7,10,9,6,6,10,10,10,7,7,,7,7,7,6,6,6,7,7,6,6,7,6,7,7,7,7,6.625,7,8,8,8,8,8,8,7,8,8,8,8,,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,4,4,5,5,5,,5,2,4,3,4,2,4
8,16,7,4,18,9,12,3,10,15,1,5,6,11,14,13,17,19,20,21,2,5.16666666666667,4.5,8.5,6,8,,2,1,1,2,,7,,3,1,7,6,10,6,4,10,4,8,9,7,10,9,7,4,7,10,6,8,4,3,8,8,9,5,5,6,3,6,,6,6,5,4,5,5,5,6,3,5,5,4,6,6,5,5,5.0625,6,7,7,5,6,7,6,6,8,6,7,7,,5,5,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,3,4,4,5,4,4,3,4,4,,3,2,4,1,0,2,7
8,1,18,5,14,16,17,13,3,2,6,19,12,21,11,15,4,10,7,20,9,8.33333333333333,8.5,8.16666666666667,8.16666666666667,7.83333333333333,,2,2,1,1,,2,,10,9,9,8,9,10,10,9,8,7,9,8,10,8,7,8,7,6,7,7,5,9,8,9,8,8,8,7,9,9,,7,6,6,6,5,6,6,5,7,7,6,7,5,6,5,5,5.9375,8,7,8,8,7,7,7,7,8,8,7,6,,5,4,4,4,4,4,4,4,5,4,4,5,4,5,5,5,4,4,4,4,4,5,5,5,4,5,4,4,4,4,5,4,5,5,4,4,4,5,5,,3,1,3,2,0,0,1
8,18,4,16,5,9,21,12,14,1,2,15,3,7,13,6,11,17,19,20,10,6.5,5.33333333333333,9.33333333333333,8.83333333333333,8.33333333333333,,2,2,2,1,,1,,6,5,9,10,6,3,6,9,8,9,8,4,10,10,9,9,6,9,9,8,5,4,9,8,8,8,7,10,8,10,,7,6,6,5,7,7,6,6,5,7,6,7,7,6,6,6,6.25,5,5,7,6,5,7,5,7,5,6,5,5,,5,4,5,4,5,5,4,4,4,4,4,5,5,5,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,5,3,4,4,4,,5,2,4,1,4,3,7
8,1,18,16,12,5,21,4,2,17,15,7,19,6,14,3,9,13,10,11,20,6.33333333333333,3.33333333333333,6.33333333333333,5.5,7.66666666666667,,1,2,2,2,,9,,5,3,7,6,9,8,3,7,3,10,6,2,10,9,7,8,2,10,8,5,4,8,3,2,9,7,2,1,5,6,,7,6,5,6,4,5,5,5,5,6,7,6,5,6,6,6,5.625,6,7,8,5,3,8,5,8,8,6,6,7,,4,4,5,3,5,4,4,4,4,3,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,5,2,4,3,5,,4,1,3,2,0,2,7
8,16,19,13,14,9,6,7,12,1,17,18,4,10,20,2,5,11,3,15,21,9.16666666666667,9.83333333333333,9,9.83333333333333,9.5,,1,2,2,1,,13,,8,10,8,10,10,10,10,8,9,10,9,10,9,10,9,10,9,9,10,10,9,10,10,10,9,9,10,10,10,9,,6,7,6,4,7,7,3,4,7,7,7,7,5,5,6,5,5.8125,8,8,8,6,6,7,8,8,8,8,8,1,,5,5,4,3,5,5,7,4,3,4,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,,3,2,4,2,3,1,1
8,7,1,4,14,16,18,5,9,10,11,12,17,13,3,6,19,2,20,21,15,6.5,7.16666666666667,9.16666666666667,8.16666666666667,7.16666666666667,,2,2,2,1,,1,,6,8,9,8,10,7,8,10,7,2,6,8,10,10,9,9,8,9,7,9,6,4,10,9,4,5,7,7,8,9,,2,6,6,3,5,5,7,6,5,6,5,7,6,6,5,5,5.3125,7,5,6,7,7,6,6,7,7,8,7,3,,4,4,5,4,4,4,5,4,4,3,5,4,4,5,4,4,5,4,5,5,4,5,4,4,4,4,5,5,4,4,5,5,4,5,5,4,4,5,4,,,,,,,,
8,7,18,16,21,3,12,13,14,15,17,20,5,1,2,6,9,10,11,17,4,4.66666666666667,8,8,9.16666666666667,7,,1,2,1,2,,10,,1,8,9,10,8,4,6,9,9,9,8,10,9,9,6,5,7,9,10,8,4,9,6,7,3,6,8,6,10,8,,5,6,4,7,7,7,7,7,6,7,7,7,7,7,1,5,6.0625,8,8,8,7,7,5,7,7,7,7,8,6,,5,5,5,5,5,4,3,3,3,5,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,2,4,2,1,3,1
8,16,13,19,14,9,17,7,5,18,1,4,15,2,10,11,12,3,6,20,21,5.83333333333333,7.16666666666667,7.5,7,7,,2,2,1,1,,2,,5,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,10,7,7,2,7,7,7,7,7,7,7,7,7,,7,7,7,7,5,5,6,5,5,7,6,6,7,5,1,5,5.6875,7,8,8,8,8,8,5,8,8,8,8,8,,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,3,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,,3,1,3,2,1,2,7
8,4,9,18,21,16,3,10,12,17,1,5,7,14,11,6,2,19,20,15,13,8.33333333333333,8.33333333333333,9.5,9,9.5,,1,1,1,2,,11,,7,7,10,9,10,8,7,9,9,9,8,9,10,9,9,9,9,9,9,10,9,9,9,9,9,9,9,10,9,10,,5,6,6,2,7,7,7,7,7,6,7,7,6,6,6,7,6.1875,7,8,8,7,8,8,7,7,8,7,8,6,,5,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,5,4,4,5,5,5,4,5,5,5,5,5,2,2,5,5,5,5,4,5,5,5,5,,4,2,4,2,4,1,7
8,9,16,1,10,4,12,2,7,11,6,5,19,17,14,18,3,13,15,21,20,7.16666666666667,7.83333333333333,8.33333333333333,9.5,6.83333333333333,,,,,,,,,7,7,7,10,7,6,5,10,9,7,6,5,10,10,3,10,10,9,9,8,7,10,7,10,7,7,10,7,9,9,,7,7,6,5,6,8,7,6,7,7,7,7,7,7,7,7,6.75,8,8,8,7,8,8,7,8,8,8,8,7,,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,4,5,4,5,5,5,5,5,4,5,5,,3,2,4,2,4,2,7
8,19,20,13,9,18,16,7,11,4,14,3,5,10,12,6,17,1,2,15,21,5.83333333333333,8.16666666666667,7.83333333333333,7,8.83333333333333,,,,,,,,,6,6,8,7,9,4,8,5,6,8,6,10,10,10,10,6,8,4,4,6,6,10,10,6,10,7,7,10,9,10,,5,6,6,6,3,4,7,5,4,7,6,6,4,5,7,6,5.4375,8,6,8,8,6,6,6,7,8,7,8,8,,4,5,5,3,3,3,2,2,3,4,5,5,5,3,5,2,2,5,3,3,4,5,5,4,4,43,3,3,5,5,4,5,4,3,3,5,5,2,2,,3,2,4,2,0,0,7
8,16,12,19,17,13,20,9,4,1,7,2,10,11,21,14,3,18,5,15,6,9.5,5.33333333333333,8.33333333333333,8.5,6.5,,,,,,,,,10,4,8,8,7,10,3,10,8,2,10,3,10,9,6,10,8,6,8,8,7,6,6,10,7,10,8,10,8,9,,5,5,5,5,6,7,6,5,5,5,5,6,3,3,3,4,4.875,6,8,6,7,8,7,6,6,7,6,7,8,,4,4,5,5,5,5,4,4,5,4,5,5,5,5,4,4,4,3,4,5,4,4,4,4,5,4,4,5,5,4,4,5,4,4,4,3,4,3,4,,3,1,4,3,4,2,5
8,16,12,7,9,19,10,6,21,2,14,17,13,15,1,18,3,4,20,11,5,4.33333333333333,5.5,8,7.83333333333333,8.16666666666667,,,,,,,,,4,4,7,8,10,4,4,8,6,7,3,6,10,10,7,5,5,8,7,8,4,6,8,8,9,6,8,7,8,8,,5,6,7,7,5,3,4,4,6,7,6,7,5,6,3,6,5.4375,7,7,7,8,7,6,7,7,8,8,7,8,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,5,,4,2,3,2,1,2,5
8,16,17,19,4,18,1,14,2,13,15,12,7,9,11,3,6,10,21,5,20,5.33333333333333,6.83333333333333,8.33333333333333,9,6,,,,,,,,,6,6,6,10,10,6,4,10,7,9,4,9,10,10,1,7,4,10,8,3,3,8,9,9,3,6,10,5,10,10,,5,5,5,2,5,5,5,5,4,5,4,2,1,1,2,1,3.5625,5,5,6,7,7,7,7,3,7,7,7,8,,5,4,5,3,3,5,5,5,3,5,5,5,3,4,5,3,4,3,4,4,5,4,3,5,5,5,5,5,3,4,5,5,5,5,4,4,4,5,5,,3,2,4,2,1,1,7
8,18,9,13,14,16,5,12,7,21,1,4,6,10,17,2,3,11,19,20,15,5.83333333333333,6.16666666666667,8.66666666666667,6.33333333333333,7,,,,,,,,,6,4,9,2,8,3,6,8,3,5,3,4,10,9,7,7,7,7,6,6,8,8,9,9,7,8,8,9,9,9,,6,6,5,6,5,6,6,5,7,6,6,6,6,6,7,7,6,7,7,7,8,6,7,7,5,8,7,7,7,,4,3,4,4,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4,3,5,5,5,3,5,5,5,5,5,4,4,5,4,5,3,4,4,4,4,,3,1,3,1,4,2,7
8,14,16,12,18,4,1,6,17,10,7,11,19,2,5,3,21,9,13,21,15,6.83333333333333,7.83333333333333,8.5,8,8.83333333333333,,,,,,,,,7,7,9,8,10,5,8,8,5,6,5,9,10,9,9,6,6,7,8,9,9,9,8,9,9,9,8,9,9,10,,3,3,2,6,3,6,6,5,6,4,2,5,2,3,4,4,4,6,7,7,8,7,4,7,8,7,7,8,6,,5,3,3,3,3,4,5,4,5,5,4,4,3,3,4,3,3,3,2,5,5,5,5,4,4,5,4,5,3,3,3,5,5,4,4,4,3,3,4,,3,2,4,1,0,0,7
8,16,12,4,1,9,10,6,14,7,11,17,19,18,3,13,2,21,20,15,5,5.33333333333333,5,7.5,7.83333333333333,8.5,,,,,,,,,6,6,8,9,9,6,6,8,9,8,5,5,8,9,9,6,5,8,8,9,5,5,5,4,8,4,3,8,8,8,,6,6,6,6,6,6,6,6,4,5,6,6,5,5,6,5,5.625,6,7,6,6,6,7,5,4,6,5,7,7,,4,4,5,3,3,3,5,5,5,3,4,4,5,3,3,5,4,4,3,3,4,5,5,4,4,4,4,4,3,3,3,4,4,4,5,5,5,5,3,,4,2,4,2,3,2,
8,10,12,14,16,18,19,1,2,4,5,6,7,9,17,3,11,13,15,20,21,6.83333333333333,8.83333333333333,8,8.33333333333333,6.16666666666667,,,,,,,,,4,9,9,10,8,5,9,9,5,4,10,8,9,9,4,8,9,7,8,9,7,8,7,10,3,7,10,7,8,9,,6,6,6,5,6,4,5,5,7,6,6,7,5,5,6,5,5.625,7,6,8,8,8,8,5,6,8,6,6,8,,5,5,5,4,5,5,4,4,4,4,5,5,5,5,4,5,4,4,3,4,5,5,4,4,5,4,5,5,5,4,4,4,5,5,5,5,4,4,5,,4,1,3,4,0,1,7
8,16,19,2,1,6,11,9,18,17,12,21,14,7,13,5,3,4,15,10,20,4.83333333333333,3.66666666666667,5.83333333333333,5.66666666666667,4.5,,,,,,,,,6,4,6,5,2,7,3,5,4,4,3,1,9,8,5,2,4,3,7,7,2,2,4,3,1,9,8,8,7,8,,6,5,5,5,5,7,6,6,6,5,5,6,5,5,5,5,5.4375,6,8,8,6,6,7,6,6,8,6,5,8,,3,3,4,3,3,4,4,4,4,4,5,5,5,3,4,4,4,3,3,3,3,3,3,4,4,4,5,5,4,4,4,5,5,5,5,5,5,3,5,,3,1,4,2,1,2,7
8,18,16,19,1,2,12,14,9,6,10,17,5,4,20,21,7,13,3,15,11,6.33333333333333,6.83333333333333,8.66666666666667,7.33333333333333,7.66666666666667,,,,,,,,,1,8,8,9,9,6,7,9,9,7,9,7,10,8,7,9,6,8,1,6,5,6,8,8,7,8,7,9,9,10,,6,6,6,5,6,7,6,5,5,6,6,7,6,6,6,6,5.9375,7,7,7,6,8,8,8,8,8,8,8,7,,5,4,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,5,4,4,4,5,5,4,4,4,5,5,3,4,4,5,5,5,4,4,5,4,5,,3,2,3,1,3,1,7
8,16,7,12,18,4,6,13,14,5,1,17,21,3,9,19,10,11,2,20,15,7.66666666666667,5.83333333333333,9.33333333333333,8,7.83333333333333,,,,,,,,,6,3,10,6,8,6,3,10,6,3,6,4,10,9,8,10,6,8,8,9,9,10,10,9,9,9,9,8,10,10,,6,6,7,6,4,6,5,6,7,7,6,7,6,6,5,6,6,8,7,8,8,8,8,6,7,7,7,7,6,,4,4,5,4,4,5,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,5,5,3,4,5,5,5,5,5,5,5,5,,3,1,4,2,2,1,7
8,16,12,4,7,1,19,18,17,6,11,10,14,9,2,15,5,3,20,21,13,5.33333333333333,5.16666666666667,9,7.83333333333333,7.83333333333333,,,,,,,,,6,4,9,4,8,4,3,10,8,6,4,2,10,10,8,9,7,9,7,8,3,7,8,9,8,6,8,8,9,9,,6,6,5,5,4,5,5,5,5,6,6,7,7,7,7,7,5.8125,7,6,7,6,6,5,6,7,8,7,7,8,,5,4,4,4,5,4,4,4,4,4,5,4,4,3,4,4,3,5,4,4,5,4,4,4,5,4,5,5,4,3,4,4,4,5,5,4,5,4,4,,3,1,4,1,0,1,7
8,2,16,1,15,6,5,12,14,9,11,7,10,4,3,,,,,,,5.66666666666667,5.83333333333333,6.83333333333333,7.16666666666667,4.66666666666667,,,,,,,,,6,8,8,9,7,6,6,7,8,4,8,2,8,7,3,4,7,5,4,3,4,4,7,9,5,6,8,6,6,6,,6,6,5,4,3,3,2,2,5,5,5,6,4,4,4,4,4.25,7,7,6,6,5,7,6,6,5,7,7,5,,3,2,4,3,4,2,4,3,4,4,4,5,5,4,4,4,2,4,3,2,4,3,4,4,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,,4,1,4,2,1,1,7
8,7,9,12,17,5,19,6,2,10,3,13,11,20,21,15,4,14,16,1,18,7.5,7.66666666666667,9.33333333333333,7.16666666666667,7.16666666666667,,1,2,2,1,,13,,6,7,11,7,7,9,5,9,7,7,7,6,9,7,6,6,9,7,9,10,7,9,10,6,6,10,10,10,7,7,,6,6,6,7,7,7,7,7,6,6,7,6,7,7,7,7,6.625,7,7,8,8,7,7,7,7,7,8,7,7,,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,4,5,,3,1,3,,2,1,7
8,18,9,1,16,4,17,5,14,13,7,2,19,12,3,6,10,11,15,20,21,8.16666666666667,7,9.16666666666667,8.5,8.33333333333333,,1,2,1,1,,14,,6,6,8,10,9,10,6,10,7,7,8,6,10,9,8,9,8,10,8,10,7,7,9,8,7,9,9,8,9,9,,6,5,6,3,4,6,5,5,6,6,7,7,3,4,5,5,5.1875,8,6,7,7,8,8,6,6,8,7,7,5,,4,5,4,3,5,4,5,4,3,4,5,5,5,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,4,3,4,4,5,4,5,5,5,4,5,,4,2,4,2,2,1,7
8,12,13,16,17,18,19,1,4,5,7,10,11,14,2,3,6,9,15,21,20,5.33333333333333,5.5,6,5.83333333333333,6.33333333333333,,2,1,1,1,,3,,3,6,5,4,2,4,9,6,5,3,8,7,9,10,8,7,2,5,8,10,4,6,10,2,8,6,3,1,6,7,,3,5,6,7,5,4,6,4,4,4,3,4,3,5,6,5,4.625,5,7,8,7,8,6,4,6,8,5,8,1,,3,2,3,2,3,4,3,3,4,2,4,5,4,5,3,4,3,5,2,3,4,5,5,4,5,4,5,4,1,2,5,5,5,5,4,3,4,3,3,,2,2,3,2,1,1,1
8,16,14,12,7,1,5,19,17,2,4,6,9,15,18,3,10,11,20,13,21,6.5,7.33333333333333,7.5,5.33333333333333,7.33333333333333,,2,1,1,2,,7,,4,6,7,3,9,8,4,9,4,2,6,9,10,6,8,3,8,4,6,9,8,9,8,10,9,10,8,7,3,7,,6,5,7,5,4,3,5,4,6,6,7,6,3,5,5,6,5.1875,6,5,6,7,6,5,5,7,7,6,8,4,,4,3,4,4,4,5,4,2,3,3,4,4,4,3,2,2,2,3,4,3,4,4,5,4,5,4,5,3,3,4,4,4,4,4,2,2,4,4,3,,3,1,3,2,1,1,7
8,11,17,21,18,7,19,13,12,4,10,9,14,16,6,1,5,20,2,15,3,6.83333333333333,6.83333333333333,7.33333333333333,7.83333333333333,6.5,,1,2,1,2,,10,,5,8,5,8,6,6,6,10,9,7,7,7,8,9,4,9,9,7,6,7,6,2,9,7,5,8,9,5,8,10,,7,6,6,5,6,6,6,5,4,3,4,4,4,5,4,4,4.9375,6,7,7,7,5,6,7,6,8,6,5,6,,4,4,4,5,4,4,3,4,5,4,5,5,4,4,3,5,4,3,4,4,4,4,2,5,3,4,4,4,5,5,4,5,4,5,4,4,5,4,5,,4,1,3,3,4,3,7
8,16,1,17,19,5,3,12,6,14,2,10,4,7,9,20,11,13,15,18,21,8,7.16666666666667,8.16666666666667,7.83333333333333,7.83333333333333,,2,1,1,1,,3,,8,7,9,7,9,9,7,6,9,9,8,8,9,9,8,9,3,8,6,6,5,9,9,8,6,9,9,8,8,9,,5,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,5.8125,6,7,7,7,7,8,7,7,7,7,7,8,,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4,3,4,3,4,5,4,5,5,5,5,5,4,4,4,5,5,5,4,5,5,4,4,,4,1,3,2,2,3,4
8,1,16,12,2,6,5,18,4,19,9,13,14,7,15,17,3,10,11,20,21,7.16666666666667,6.83333333333333,7.16666666666667,7.33333333333333,7.66666666666667,,1,1,2,1,,16,,7,4,9,8,9,7,6,5,4,7,7,8,7,9,8,8,7,6,6,8,6,7,6,9,8,8,9,10,8,6,,5,4,6,3,5,3,4,5,3,7,6,7,3,3,4,3,4.4375,7,7,,5,5,,5,7,,8,6,,,4,5,3,4,5,5,3,4,4,5,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,5,3,4,4,5,4,4,5,3,4,5,4,,3,2,4,2,2,1,7
8,13,19,18,21,5,9,17,1,10,4,16,12,14,2,7,15,11,3,6,20,8.16666666666667,8.16666666666667,8.5,8.83333333333333,8.66666666666667,,2,1,2,1,,4,,7,8,8,10,9,9,9,7,8,8,9,8,10,8,9,7,6,8,8,8,8,9,9,10,8,9,9,9,9,10,,6,6,6,4,3,5,7,5,3,5,5,5,7,7,6,6,5.375,5,7,8,8,8,8,7,8,8,7,8,1,,5,4,5,4,5,5,4,3,4,4,5,5,3,5,4,5,5,4,4,4,5,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,4,5,,5,1,3,1,0,3,7
8,5,16,9,18,13,20,7,3,17,19,21,11,17,14,1,4,6,10,15,2,6.33333333333333,5.5,7.33333333333333,6,7.66666666666667,,1,1,1,1,,15,,6,4,9,4,7,5,10,9,6,7,6,4,9,9,7,8,4,6,4,9,7,7,6,7,7,6,4,5,6,9,,6,4,4,6,4,5,5,4,6,5,4,4,5,3,3,4,4.5,6,6,7,6,5,5,5,5,5,5,5,6,,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,,3,2,3,,0,1,7
8,18,19,5,17,12,14,3,16,1,13,20,10,9,4,7,2,15,6,21,11,8.5,6.33333333333333,8.5,7.5,7.33333333333333,,2,2,1,1,,2,,8,6,7,4,8,9,8,10,9,8,9,4,9,8,8,10,5,8,6,7,8,7,8,10,5,7,8,9,8,8,,5,6,3,5,6,7,5,6,6,5,6,6,3,3,4,5,5.0625,7,7,8,7,7,8,6,7,8,7,7,8,,3,3,4,5,2,3,4,3,3,4,4,4,3,4,3,5,4,3,4,3,4,5,5,4,2,4,4,5,4,3,3,5,4,5,5,5,5,4,5,,3,1,4,2,0,1,7
8,16,5,12,14,3,4,7,10,1,20,17,13,6,15,2,19,18,9,11,21,7.66666666666667,7.16666666666667,8.16666666666667,7.33333333333333,9,,1,1,2,2,,12,,8,7,9,7,9,9,7,8,8,8,7,7,9,7,8,7,7,8,6,10,7,7,7,8,10,8,8,8,8,9,,5,7,7,7,6,7,7,7,7,7,7,6,4,5,5,5,6.1875,5,8,8,5,7,7,7,7,8,6,7,7,,4,5,5,5,5,6,4,4,4,3,3,5,5,5,5,5,5,3,3,4,5,4,4,5,5,5,5,5,5,5,5,5,4,4,3,3,3,5,5,,3,2,4,3,2,3,7
8,16,5,12,18,14,19,4,1,17,3,7,9,2,6,10,11,13,15,20,21,9.5,9,9.66666666666667,9.16666666666667,9.16666666666667,,1,2,1,2,,10,,10,9,10,10,10,10,9,10,9,9,9,8,10,10,6,10,10,8,10,10,8,9,10,10,10,10,9,10,6,10,,5,4,4,7,3,6,7,6,7,7,7,7,7,7,7,7,6.125,8,8,8,7,8,8,6,8,8,7,8,6,,5,5,5,4,5,5,5,4,4,3,5,5,5,5,3,5,3,5,4,4,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,,4,1,4,3,2,3,7
8,4,18,12,19,16,15,5,7,11,14,17,1,9,2,6,10,3,20,13,21,9.16666666666667,8.33333333333333,9.33333333333333,9.16666666666667,9.83333333333333,,1,1,1,1,,15,,9,8,10,9,10,10,9,10,9,9,9,8,10,9,10,10,8,6,10,10,8,8,10,10,10,9,9,10,8,10,,5,5,5,7,6,7,7,6,7,7,7,7,5,5,5,5,6,7,8,7,6,7,7,6,7,7,6,7,5,,4,4,3,4,5,5,4,5,5,4,4,4,3,5,5,5,4,3,5,4,4,3,4,4,5,4,5,5,4,4,4,5,5,5,5,3,5,4,4,,2,2,4,1,2,1,7
8,18,16,7,12,5,19,4,14,11,13,17,9,1,10,2,20,6,3,15,21,5.83333333333333,8.5,8,8.33333333333333,9,,,,,,,,,3,5,9,10,9,6,10,6,8,9,4,10,6,9,10,10,9,10,5,10,6,9,7,9,6,6,8,10,9,10,,3,5,5,5,5,5,7,6,7,5,5,3,3,3,2,3,4.5,8,6,8,8,6,8,6,7,8,8,5,4,,4,4,5,4,4,3,5,4,4,3,4,5,3,3,4,4,4,2,2,5,4,4,3,5,5,5,5,5,4,3,4,5,5,5,4,4,4,3,5,,3,2,3,1,1,0,3
8,12,16,6,2,9,14,7,1,13,5,10,18,3,21,15,4,11,17,20,19,6.83333333333333,6.5,7.83333333333333,7.66666666666667,7.33333333333333,,1,1,1,2,,11,,3,4,7,8,9,8,8,7,6,8,8,5,8,10,6,8,8,8,7,7,6,7,9,8,7,8,7,8,7,7,,5,5,5,5,5,5,6,6,5,6,6,6,6,6,7,6,5.625,6,7,7,6,7,6,7,7,7,7,7,7,,4,5,4,4,4,4,4,4,4,4,5,5,4,5,5,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,5,1,4,3,4,3,7
